source;target
_Wiwis_Mbecak;noligarki
detikcom;ElmaMilen21
BigAlphaID;aliebilqis
BigAlphaID;irdeemw
detikcom;gregoriosbayup
detikcom;rinaemiliaa
detikcom;bellaakkk_
BigAlphaID;destrinep
BigAlphaID;khrniii
BigAlphaID;firstcilia
detikcom;AishaFalaq
BigAlphaID;driiansyah
BigAlphaID;sonyaprst
BigAlphaID;rizaarby
BigAlphaID;dewiimartinaa
detikfinance;LeonardusArdus
detikcom;RadioQJogja883
BigAlphaID;chzjonas
BigAlphaID;mrsochaaa
kompascom;buluket05562148
BigAlphaID;akugapapak
BigAlphaID;baexyyy
BigAlphaID;RaMla_Idris
BigAlphaID;Muh_hamzah278
BigAlphaID;niaprilinaa
BigAlphaID;ellisaliyu
detikcom;pratamannas
catuaries;TheAlloyolla
detikcom;ryvaldo_ak
detikcom;Dewi52956436
BigAlphaID;albinandeo
cnbcindonesia;HerminyudiP
detikcom;Nurulfaatihahh
Predator___id;BiLLRaY2019
