source,target
PutriFabiola1,HeraLoebs
mahasiswanews,HeraLoebs
NafishaKayla,HeraLoebs
JajangNurdzaman,HeraLoebs
PulauPapua,HeraLoebs
CelebOnTweet,HeraLoebs
EdoMasaya,HeraLoebs
AmrizalKusdiana,HeraLoebs
idamayahastuti,HeraLoebs
kang_sandi25,HeraLoebs
HudiSingo,HeraLoebs
inilahSumatra,HeraLoebs
infoPengobatan,HeraLoebs
SambasAlamsyah,HeraLoebs
AnindyaWardana,HeraLoebs
infoJawaBali,HeraLoebs
TTlNDONESIA,HeraLoebs
wirokapak212,HeraLoebs
wartaBetawi,HeraLoebs
wildaputri041,HeraLoebs
yunita_enjelia,HeraLoebs
WartaBogorbarat,HeraLoebs
WartaJawaBarat,HeraLoebs
wilnaputri051,HeraLoebs
anakdewabatu,triwul82
Selamatkan_NKRI,kataPolitikus
FebryMahulae,kompascom
reyzaimam,VIVAcoid
NormanJCWN,kompascom
Buluxx3,ndrawid
Buluxx3,sandiuno
Buluxx3,aniesbaswedan
Buluxx3,prabowo
Reiza_Patters,wartapolitik
IzamRazul,VIVAcoid
Buluxx3,netralnews
GrantengPria,VIVAcoid
Buluxx3,satumediatv
Buluxx3,anti_densus88
Yengki9000,VIVAcoid
Reiza_Patters,abdrachim001
Reiza_Patters,ichiiin
rudisputra3,wartapolitik
Reiza_Patters,RachmatDaradjat
satyapartii3111,wartapolitik
saspriatmaja,wartapolitik
AliSiagian,wartapolitik
gerilyawanNKRI,RachmatDaradjat
bambangelf,wartapolitik
rigenz123,rigenz123
CengAngki78,kurawa
CengAngki78,kurawa
CengAngki78,kurawa
wijaya_48,gerilyapolitik
cr7_jey,sandiuno
FreeAhok,kurawa
Ollbeb,VIVAcoid
AliSiagian,abdrachim001
AliSiagian,ichiiin
HBagos,wartapolitik
GrantengPria,VIVAcoid
AlbinaCunda,tribunnews
nurhidayat_agam,VIVAcoid
rigenz123,zaenuddin_ipi
rankannews,habibrizieq1
VinsensiaKangen,gunawanahokers
DonAdityaMilano,VIVAcoid
syakirasyakir,kompascom
Reiza_Patters,AliSiagian
FaiszSegeir,VIVAcoid
ucusaid,jpnncom
herupurnom0,abdrachim001
NIDA26111973,VampireMuslimah
Komaini_ahmad24,geis_chalifah
triwul82,HavelBanks
LeReynerK,Metro_TV
LeReynerK,DyandraK
LeReynerK,Metro_TV
JempolUmat,AliSiagian
TmConficius,kurawa
Deri54353115,RMOLJakarta
TmConficius,kurawa
Deri54353115,tropongsenayan
nurhidayat_agam,VIVAcoid
TmConficius,kurawa
Sjaechu,Reiza_Patters
twin_bandar,VampireMuslimah
Xander4c3,wartapolitik
fefadly,VIVAcoid
humaira979,kurawa
nfahmialie75,islamsavehuman
nfahmialie75,wartapolitik
LuthfiaQurani,katakitatweet
twin_bandar,JalanIslam
twin_bandar,AgusYudhoyono
kifli127,wartapolitik
erwinomics,dakwatuna
erwinomics,tropongsenayan
erwinomics,RMOLJakarta
matar9902,AliSiagian
rukiichii_,KopiToba
rukiichii_,charliesianipar
rukiichii_,aniesbaswedan
rukiichii_,pandji
erikarlebang,kurawa
erwinomics,PojokSatu
erwinomics,tropongsenayan
erwinomics,okezonenews
marcel_prawira,triwul82
PalingKafir,triwul82
fanir_janus,NUgarislucu
fanir_janus,habibthink
Ale00008,investigator_RI
Japs187,HavelBanks
nfahmialie75,wartapolitik
indrasmtp,kurawa
indrasmtp,erikarlebang
wakadol2012,HavelBanks
tom_psp,gerilyapolitik
darkJustices,triwul82
tmmontn,triwul82
MRidwan95903032,VampireMuslimah
agresta7585,abdrachim001
xiyulinglee,totosmongi
jatisariku,VIVAcoid
rona_silitonga,triwul82
bpuji,Reiza_Patters
chirpstory,mrspersona
ikhsan217,investigator_RI
ikhsan217,investigator_RI
SunChang2,kompascom
Japs187,triwul82
thowel_arema,triwul82
xiyulinglee,triwul82
RaynardSanito,kompascom
Japs187,kurawa
MimiMuti1,pks_kbylama
MimiMuti1,PKS_GrogolSelat
ManompangFHtp,triwul82
abdrrahmanhdr,chirpstory
abdrrahmanhdr,mrspersona
DjokoSubekti,okezonenews
InformasiBatam,hazmiSRONDOL
Novera_12,chirpstory
Novera_12,mrspersona
sebutsajajon1,_mmmcai
alexandr1aa,_mmmcai
rudyhtg,KopiToba
rudyhtg,charliesianipar
rudyhtg,aniesbaswedan
rudyhtg,pandji
alonwatonsuwe,_mmmcai
manjabangetih,_mmmcai
sarjiyono1,kuray16
DigeserNgapung,kompascom
amat1933,HeraLoebs
__nengnong,_mmmcai
Marhaen777,triwul82
_mmmcai,_mmmcai
Andhoes,PakatDayak
denz1301,wartapolitik
dedemoniq,VIVAcoid
thmskr_,AT_AbdillahToha
NHulwani,JktMajuBersama
rusdyrenwarin,anti_densus88
phinhuang1,Kabar47_
danielrezky,kompascom
abdrrahmanhdr,JakartaMaju_com
heroe811,kurawa
heroe811,kurawa
heroe811,kurawa
Ibnusaleh08_,wartapolitik
triwul82,darkJustices
luckycamera,triwul82
yultysuryati1,kurawa
cinemart_id,JakartaMaju_com
FbriRahmatullah,Reiza_Patters
oerip08,JktMajuBersama
xiyulinglee,darkJustices
ranubhaya,okezonenews
arogiawa,jokoanwar
Muhamadsaberry,JakartaMaju_com
NkriBorneo,PollingMania
hardinata386,posmetroinfo
chechechintha,VampireMuslimah
singgih_always,okezonenews
catur_nug,abdrachim001
catur_nug,wartapolitik
askdedy41,okezonenews
irenechristis,ulinyusron
_Nurani_Rakyat,darkJustices
catur_nug,Reiza_Patters
catur_nug,okezonenews
catur_nug,AliSiagian
fariz1234,triwul82
noura_tiya,wartapolitik
sriwahy62660131,dakwatuna
andreassoesilo,detikcom
abdrrahmanhdr,anti_densus88
mu7ee,triwul82
Bobdinong68,triwul82
Rusmina08210092,triwul82
ProfYLH,SBYudhoyono
ProfYLH,presidenSBY
wijaya_sugeng,triwul82
ade_pra_yuda,abdrachim001
setyosby,kuray16
putra_bisma12,kompascom
64cabe754865473,JktMajuBersama
Hendartr,JakartaMaju_com
agungdarma2015,abdrachim001
ind_x,triwul82
Lilis1261,wartapolitik
linggamusropih,VampireMuslimah
FaridaSusilo,republikaonline
murdakaapt,kompasiana
PKSJakarta,PKSJaksel
PKSJakarta,republikaonline
KojekRapBetawi,PKSJaksel
dasephedianto,VIVAcoid
Hendra_Alamin,PKSJaksel
An18Ping,triwul82
gajahmadauh,okezonenews
GEMAWAHYUH,INFO
2_putria,tropongsenayan
2_putria,RMOLJakarta
rena_issance99,triwul82
rena_issance99,triwul82
arifmansyah,abdrachim001
waluyocilacap,abdrachim001
Vivivina7,sam_adlu
sakabato9,republikaonline
kus_adi,Berita_3
zenstrive,republikaonline
zenstrive,PKSJaksel
Lia22376655,detikcom
dadukm,hariankompas
merrykresn01,kompascom
AniesBaswedanID,YouTube
sumiyati900,PKSJaksel
SusyAyu72,GunRomli
sumiyati900,republikaonline
catur_nug,pengusahaPKS
catur_nug,PKSJaksel
mujib_wiradesa,kompascom
rubeen_malik,triwul82
BoyHidayat,okezonenews
yayan_pom2,triwul82
Kenzu_KPTB,triwul82
jakpascyber,dizah_elegant
jakpascyber,BiLLYKOMPAS
bdurahim_casim,PKSJaksel
bdurahim_casim,republikaonline
ray_m_i,republikaonline
rajawalingepret,triwul82
victorskaup,absolutia
PoerAmoera,triwul82
malam_3,bayprio
hosadi,republikaonline
Combatadventure,cumarachel
2_putria,PojokSatu
2_putria,tropongsenayan
pradaya1,republikaonline
2_putria,okezonenews
2_putria,kompascom
CS_Ramdhani,triwul82
SolaemanHatta,kompascom
SultonSaddam,abdrachim001
CS_Ramdhani,triwul82
Juwita80184445,triwul82
abasyir,wartapolitik
HusainHuse,kerja4as_uno
hartop30,triwul82
PoerAmoera,gerilyapolitik
rahmatauliaid,AniesBaswedanID
rahmatauliaid,YouTube
marlis481,triwul82
h3ns3n,triwul82
veliexxa,kompascom
daenklee,tropongsenayan
faisaltyine,triwul82
JuraganRestu,JktMajuBersama
JuraganRestu,aniesbaswedan
JuraganRestu,sandiuno
JuraganRestu,JktMajuBersama
JuraganRestu,Dahnilanzar
NoviarSbastian,kompascom
SusyAyu72,hariadhi
tshonade,kompascom
YoengYen,SiBonekaKayu
malam_3,bayprio
novrizalkotoo,JktMajuBersama
novrizalkotoo,aheryawan
ongmar,Fans_JokowiAhok
novrizalkotoo,dakwatuna
AoIB1979,maspiyuuu
AoIB1979,aditnamasaya
herlambang_tan,Buyungkiu
jetsilvers,tropongsenayan
Martarini,kompascom
1_sinyo,abdrachim001
PKSJaksel,tropongsenayan
AntonMPurba3,AgusYudhoyono
AntonMPurba3,FPD_DPR
AntonMPurba3,hincapandjaitan
AntonMPurba3,hnurwahid
AntonMPurba3,sandiuno
AntonMPurba3,kpu_dki
AntonMPurba3,SBYudhoyono
AntonMPurba3,BawasluDKIJakar
yuniarko,kurawa
hanny_tk,triwul82
GideonLim59,kompascom
Irsep_Dodo,sandiuno
LieDetectorID,triwul82
do2is,Woelan27
AnggaRa05436638,tropongsenayan
ErnaZahra,triwul82
1hsan,tropongsenayan
WSuryasana,triwul82
triyogamardiant,okezonenews
1hsan,tropongsenayan
OlanHutabarat,triwul82
destilaras13,Reiza_Patters
Tyas_Idjoyo,piokharisma
Tyas_Idjoyo,pandji
Bowjie,abdrachim001
gaduhajat,sandiuno
PutuYogie,sandiuno
shuwaivia,dakwatuna
chandra_6813,triwul82
PaulTaoWidodo,triwul82
FerryExpose,Buyungkiu
sang_pembaharu,triwul82
agathapuspa29,kompascom
shuwaivia,tropongsenayan
shuwaivia,tropongsenayan
shuwaivia,pilih_3
shuwaivia,RMOLJakarta
shuwaivia,RMOLJakarta
shuwaivia,pilih_3
fpurwakarta,HeraLoebs
shuwaivia,JktMajuBersama
shuwaivia,aheryawan
shuwaivia,JktMajuBersama
shuwaivia,pilih_3
shuwaivia,aheryawan
malam_3,jokoanwar
malam_3,PKSJakarta
shuwaivia,JktMajuBersama
shuwaivia,pilih_3
shuwaivia,JktMajuBersama
shuwaivia,pilih_3
ati_Gerindra,Reiza_Patters
shuwaivia,JktMajuBersama
shuwaivia,pilih_3
shuwaivia,JktMajuBersama
shuwaivia,pilih_3
shuwaivia,indrabektiasli
3_tupi,inilahdotcom
3_tupi,KontanNews
3_tupi,PojokSatu
3_tupi,tropongsenayan
3_tupi,okezonenews
3_tupi,kompascom
kesatriaz17,posmetroinfo
GKawi369,triwul82
ali_hasan110,VIVAcoid
shuwaivia,JktMajuBersama
shuwaivia,pilih_3
shuwaivia,OPINI_id
djcenud,pandji
NKRItanpaPKI,Metro_TV
akbarsunandar20,JakartaMaju_com
PKSJakarta,malam_3
GiskaHanima,wartapolitik
masbudiagung,triwul82
ozzymiharja,Reiza_Patters
Dolley_Agri,triwul82
shuwaivia,tropongsenayan
kepodangkuning,Mentimoen
1hsan,pengusahaPKS
kepodangkuning,Mentimoen
GKawi369,kompascom
Kurniaw6Herlina,triwul82
kamtweet9,dakwatuna
Linuxer,triwul82
fanni_indra,kompascom
KAMPUS_DuniaKU,wartapolitik
anita_cham,yanskii
dihermawan,kompascom
kue_putu_enak,triwul82
ahdiethya,JakartaMaju_com
DenBravo903,_mmmcai
MsY0N,triwul82
armangn8,armangn8
armangn8,aniesbaswedan
Syachrendra28,JakartaMaju_com
mrspersona,chirpstory
mrspersona,mrspersona
arifdahsyat,sandiuno
mrspersona,chirpstory
mrspersona,mrspersona
MbahMijanPWK,mbah_mijan
deaironi,VampireMuslimah
agataizalabdi,cumarachel
fachnezia,maspiyuuu
AsyVini,dakwatuna
AsyVini,tropongsenayan
AsyVini,RMOLJakarta
AsyVini,JktMajuBersama
AsyVini,aheryawan
Andinihadi1,dakwatuna
Andinihadi1,JktMajuBersama
Andinihadi1,aheryawan
masdiaz,kpu_dki
masdiaz,KPU_ID
fachnezia,roninpribumi
siswantowidyam,triwul82
jang_ebod,wartapolitik
Glory_Nusantara,tiawury
JaySoetija,malam_3
ApitDelpiero,triwul82
Heligelibon,kuray16
GKawi369,triwul82
rajawalingepret,TanpaDelusi
ircham_syah,GunRomli
donwijayakusuma,maspiyuuu
ircham_syah,GunRomli
bangmis,InfoJakarta123
farizz04,JakartaMaju_com
triwul82,HenryJawi
JLA99999,TanpaDelusi
genth5789,sandiuno
cendimin,TanpaDelusi
PKSpondokkopi,PKSJakarta
PKSpondokkopi,PKS_Jaktim
devidekker,kurawa
Coblos_P3cinya,doeloiem
RomaNesia,triwul82
poppynauky,triwul82
Febrianto_ari,investigator_RI
bibin_bey,malam_3
RosulFahrozi,triwul82
JLA99999,HenryJawi
Thekey1702,wartapolitik
Thekey1702,okezonenews
ircham_syah,GunRomli
Kokowijaya131,triwul82
ircham_syah,GunRomli
pks_kbylama,PKSJakarta
boydjailany2,HenryJawi
Shinta_H_Wijaya,abdrachim001
ayuaprilia19,kurawa
chozin_ID,okezonenews
hendry_seon,kurawa
EmyPalayukan,triwul82
AEPishere,SuburBur
ZulfanE76871256,triwul82
meilaniadesta,triwul82
HeyApriliaa,TanpaDelusi
HeyApriliaa,Mentimoen
donaturia,HenryJawi
pks_kbylama,rohmani_elqudsi
pks_kbylama,rohmani_elqudsi
triwul82,NkriBorneo
sinagaverdy,pandji
jsevenprime,PojokSatu
adeisaq,anti_densus88
MasM3t,anti_densus88
dimas3011,kurawa
bayprio,malam_3
kitsiangfreddy,triwul82
feryfarikhin15,TweetParpol
Kokoidn,kompascom
boydjailany2,TweetParpol
rhonnyriansyah,PremanMedia
pks_kbylama,PKSPekayon
AndreSoelistyo,BBCIndonesia
AndreSoelistyo,BBCIndonesia
noura_tiya,SuaraUmat212
rajawalingepret,NkriBorneo
melvinhutomo,JakartaMaju_com
riskarina13,ulinyusron
harishanibal,sheque
harishanibal,nongandah
Hendra_Alamin,malam_3
marcel_prawira,TanpaDelusi
teguh8408,GunRomli
bayudewanata,maspiyuuu
dini_ira,Heine_Nababan
uci181964,YouTube
IqbalAlBanjari1,SINDOnews
teguh8408,GunRomli
teguh8408,Takviri
harishanibal,sheque
harishanibal,nongandah
NIC_BARN,RustamIbrahim
uci181964,YouTube
SuaraUmat212,novriyanto107
bayudewanata,maspiyuuu
Widiantoro,AT_AbdillahToha
Yopie_Alex,triwul82
manjabangetih,maspiyuuu
ngurasuta4,kompascom
NTriandana,anti_densus88
AkbarDyrman,kompascom
f24nk1,triwul82
aarifimam,triwul82
rynaunchh,kurawa
alexgufron,kompascom
GAS_711,absolutia
mea_culpa___,BawasluDKIJakar
mea_culpa___,triwul82
lutfilutt,elisa_jkt
akmaliawati,resya_m_irgi
mea_culpa___,aniesbaswedan
mea_culpa___,sandiuno
mea_culpa___,jojorivai
josuasrg,hayked
wahabbkamal,Reiza_Patters
chymonx13,TanpaDelusi
ikhsan217,novriyanto107
vkalit,triwul82
DSihaloho,pandji
DSihaloho,SuaraAnies
Babannic2,RustamIbrahim
Narifin87,sheque
AnneSerlo,TanpaDelusi
ajengreen,TomiLebang
udhicatur,dakwatuna
PradityaBeni,resya_m_irgi
SydSalesman,TanpaDelusi
TanpaDelusi,l1ndamax
alysap_,TanpaDelusi
sahdatsaqib,TeladanRasul
AnneSerlo,l1ndamax
yohandavin,digembok
nathan_3084,l1ndamax
hendrawan1678,PollingMania
pksbantargebang,tropongsenayan
Irenecutemom,TanpaDelusi
ceumona,TanpaDelusi
suherrizal272,Beritasatu
EdhiSujiman4,kompascom
rajawalingepret,Kritik
mbahotong69,Kritik
bakiaq,TanpaDelusi
TiAnFe,Kritik
dadukm,SINDOnews
angober86,anti_densus88
cucuhmery,kurawa
suciharto,triwul82
reinhardmanru,triwul82
fischutiflyers,dakwatuna
fischutiflyers,RMOLJakarta
SetiawanJogja,l1ndamax
jakfar_shodiq20,sandiunosatu
tonnycaramoy,NegeriBoneka
fischutiflyers,PojokSatu
fischutiflyers,tropongsenayan
fischutiflyers,KontanNews
fischutiflyers,inilahdotcom
listyono5,rohmani_elqudsi
dedepurna,HendiBram
nurul_akla,tropongsenayan
fischutiflyers,rmolco
muchtar0511,detikcom
fischutiflyers,EvelineNews
NRhoki,triwul82
ferizalramli,abdrachim001
mkarsudin,TweetParpol
Anda_Zulfa,maspiyuuu
nenengsalbiyah,SINDOnews
badakberacun,novriyanto107
badakberacun,SuaraUmat212
Kardusnyiromlah,Kritik
nurhid010644,republikaonline
tribun_video,YouTube
AWathon,tropongsenayan
ferizalramli,chozin_ID
ferizalramli,okezonenews
AhauwLim,banna165
daniplacetohide,HendiBram
RexyChristian1,triwul82
sulistianieni24,presidentweter
nurul_akla,PKS_GrogolSelat
ferizalramli,JktMajuBersama
ferizalramli,sandiuno
ferizalramli,SuaraAnies
nurul_akla,pks_kbylama
HendryS67,NathanaelSalem
HendryS67,gunawanahokers
HendryS67,fariz1234
HendryS67,Ivanita_s
HendryS67,ChrezL22
prajuritbiasa,tropongsenayan
prajuritbiasa,RMOLJakarta
Fajar_Wahyu_K,republikaonline
prajuritbiasa,PojokSatu
prajuritbiasa,tropongsenayan
VERLITA__MAE_,l1ndamax
prajuritbiasa,okezonenews
prajuritbiasa,KontanNews
ariyono_bagus,TweetParpol
prajuritbiasa,inilahdotcom
sulistianieni24,kompascom
wakadol2012,DSihaloho
wakadol2012,pandji
wakadol2012,SuaraAnies
wijaya_sugeng,aldinodimas
TanpaDelusi,dayatia
TanpaDelusi,Reiza_Patters
TanpaDelusi,JktMajuBersama
defi_ag,republikaonline
Triyana234,sandiuno
Triyana234,aniesbaswedan
ariyono_bagus,kuray16
captainate,Mentimoen
dayatia,TanpaDelusi
dayatia,dayatia
dayatia,Reiza_Patters
dayatia,JktMajuBersama
ariyono_bagus,kuray16
fauzanmunirNur,VIVAcoid
jakpascyber,YCH7168
jakpascyber,safuan45214591
jakpascyber,MEMEsiasi
jakpascyber,teh_tariq
Anda_Zulfa,maspiyuuu
Mentimoen,ccpsugiono
BuzerBolot,ruben_yuanito
fadillapsh,sandiuno
abemusashi,ccpsugiono
ShelvyaAndriani,FauzanFakh
ShelvyaAndriani,aniesbaswedan
rudy2002id,Harry_idx
jojorivai,mea_culpa___
jojorivai,aniesbaswedan
jojorivai,sandiuno
FiraniaAmanda__,ccpsugiono
kin43kin,JktMajuBersama
chymonx13,Mentimoen
adi_dazzz,magendajuang
Taufan_40,republikaonline
setsunavie,shintawg
ShelvyaAndriani,aniesbaswedan
ShelvyaAndriani,fadlizon
ShelvyaAndriani,PDTIDAR_DKI
chymonx13,ccpsugiono
JLA99999,Mentimoen
Renolaliumar,maspiyuuu
Renolaliumar,FeryMokoginta
Renolaliumar,mohmahfudmd
mentalramikir,SudartiAja
mentalramikir,maspiyuuu
Coecoe_BIM,KPU_ID
Coecoe_BIM,kpu_dki
Coecoe_BIM,Metro_TV
Coecoe_BIM,kompascom
Coecoe_BIM,KompasTV
Coecoe_BIM,Beritasatu
Coecoe_BIM,CNNIndonesia
Coecoe_BIM,BBCIndonesia
johannamanalu,rachelborde
Rifal,triwul82
dwiitaaptrii,sandiuno
papakia,TanpaDelusi
MelisaSIWON407,JakartaMaju_com
Usir_Penjajah,linda040376
iyagak1,PojokSatu
CumiCue,gerilyapolitik
gerilyapolitik,SastroMedia
gerilyapolitik,CumiCue
solidaritas67,triwul82
bangg_JC,triwul82
YossyHendry,investigator_RI
Annasabdulaziz3,resya_m_irgi
IlhamMwijaya,chozin_ID
dannydhe,conan_idn
nanininanina,gerilyapolitik
Imnotstupidtoo,TanpaDelusi
Imnotstupidtoo,dayatia
Imnotstupidtoo,Reiza_Patters
Imnotstupidtoo,JktMajuBersama
hasnaga,sandiuno
meiifitri,hazmiSRONDOL
meiifitri,KompasTV
ChrezL22,SastroMedia
AdRamadi,harianpublik
dinaiyel,SuaraUmat212
YossyHendry,investigator_RI
YossyHendry,yunartowijaya
arifsuryo_83,anti_densus88
meiifitri,hazmiSRONDOL
meiifitri,merdekadotcom
NandaDutZ,TirtoID
arangga_aria,gerilyapolitik
triwul82,bangg_JC
Stenlee46,SastroMedia
achzakaria,JowoNews
AndreanIvn93,sandiuno
datuakmangkuto,triwul82
sangpemimpi1922,gerilyapolitik
Leon04099764,bangg_JC
awalihwan,anti_densus88
putra_bisma12,triwul82
AgungWidrajat,triwul82
AgungWidrajat,bangg_JC
lambert_kota,Kritik
biantama_07,kompascom
YantiSoedjarwo,PollingMania
subchi20,_mmmcai
SinagaArmy,triwul82
WowoJonggrang,NovNuraidah
WowoJonggrang,aniesbaswedan
WowoJonggrang,pandji
sarah404x_ken,triwul82
deny0902,TanpaDelusi
deny0902,dayatia
deny0902,Reiza_Patters
deny0902,JktMajuBersama
BolangDriver,triwul82
udhicatur,okezonenews
BolangDriver,PollingMania
deny0902,l1ndamax
YantiSoedjarwo,GunRomli
nobadi7,GunRomli
budilie2009,GunRomli
jusfiq_hadjar,GunRomli
Leon04099764,GunRomli
AdeanggraDesy,fhadelkamnie
AdeanggraDesy,cumarachel
AdeanggraDesy,Gerindra
AdeanggraDesy,JktMajuBersama
Stenlee46,GunRomli
satjadidja,GunRomli
haqi11official,PKSpondokkopi
rita_tj,GunRomli
Varian_Harwin,GunRomli
berlin_hassan,bangg_JC
epriyono75,GunRomli
JanuarBhae_Beso,kompascom
AEPishere,CumiCue
AEPishere,SastroMedia
Wisangg4031542,Triwisaksana
chris_ch4nNeL,GunRomli
RallyWelfri,triwul82
garymandry8,PollingMania
ajrvm3,pengusahaPKS
srihandoko16,GunRomli
MurtySoeto,PollingMania
je_no_we,shintawg
RachmatDaradjat,abdrachim001
ferry99j,Mentimoen
An18Ping,SastroMedia
Hendra_Alamin,Triwisaksana
jakfawks,DadungKawuk
jakfawks,sheque
jakfawks,Marjoriestar
ajrvm3,dakwatuna
shirley_ayya,kompascom
BagongLie,GunRomli
iw4no,Triwisaksana
Murni_Fajarudin,triwul82
fauzanmunirNur,VIVAcoid
dedenotto,TweetParpol
santoso1886,Triwisaksana
Raatnaaidr23,maspiyuuu
An18Ping,ccpsugiono
saronfu,pandji
kang_roedi,VIVAcoid
i_arseto,triwul82
dedenotto,resya_m_irgi
Destianaputri_,SastroMedia
BobyIrva,SastroMedia
jiraq,GunRomli
FAguspri,kompascom
aliaafifa,AT_AbdillahToha
AbdullahAlfath_,anti_densus88
ipj_edulaw,PollingMania
AbdullahAlfath_,roninpribumi
boyke_bond_Jr,Kemendagri_RI
boyke_bond_Jr,tjahjo_kumolo
boyke_bond_Jr,jokowi
nanajowen,GunRomli
FendhyHS,GunRomli
myatharva,triwul82
PKS_Jaktim,Triwisaksana
triwul82,boyke_bond_Jr
triwul82,Kemendagri_RI
triwul82,tjahjo_kumolo
triwul82,jokowi
Destianaputri_,ccpsugiono
minkebo,pandji
AgungWidrajat,boyke_bond_Jr
AgungWidrajat,Kemendagri_RI
AgungWidrajat,tjahjo_kumolo
AgungWidrajat,jokowi
watson_katia,boyke_bond_Jr
watson_katia,Kemendagri_RI
watson_katia,tjahjo_kumolo
watson_katia,jokowi
agusprehadi,GunRomli
nila_mw,GunRomli
newagestein,GunRomli
jakpascyber,SastroMedia
jakpascyber,gerilyapolitik
ApitDelpiero,GunRomli
Jovita_SHN,TolakBigotRI
Jovita_SHN,TolakBigotRI
cadarmerah,triwul82
jakpascyber,Pseudosopi
andy_gleger,kompascom
hardinata386,SuaraUmat212
fx_kristianto,gerilyapolitik
AgungWidrajat,KPU_ID
AgungWidrajat,DivHumasPolri
AgungWidrajat,PolhukamRI
AgungWidrajat,SBYudhoyono
AgungWidrajat,triwul82
donaturia,gerilyapolitik
will8zhang,GunRomli
firmannurzaman,GunRomli
azzamputra7,gerilyapolitik
reistya,GunRomli
Leon04099764,gerilyapolitik
OmegaPripot,asmadajoel
anggarafajar2,TolakBigotRI
ceannoifige,SudartiAja
ceannoifige,maspiyuuu
HeroeMS,kurawa
anggarafajar2,TolakBigotRI
ikhwanridwani,Triwisaksana
54dewa,HenryJawi
TsTsp71,SuaraUmat212
kiflizul10,GunRomli
toranaga3000,maspiyuuu
hemaviton99,triwul82
alonso_fp88,islamsavehuman
adhidhob,islamsavehuman
DudeChan29,roninpribumi
TommyOnly1,investigator_RI
TommyOnly1,yunartowijaya
sulaimanadmiral,islamsavehuman
bismasuryanaaaa,TolakBigotRI
bismasuryanaaaa,TolakBigotRI
jimmy_atp,GunRomli
AminSusmanto,_mmmcai
Suryaditerbuka1,kompascom
ai_cmonk,triwul82
SetiawanJogja,OmegaPripot
jimmy_atp,triwul82
Destianaputri_,KopiToba
DitaFlorencia_,TolakBigotRI
Suryaditerbuka1,detikcom
mulyatikaral,islamsavehuman
nobadi7,PartaiSocmed
DitaFlorencia_,TolakBigotRI
jonru,deniindrap
hemaviton99,gerilyapolitik
Suryaditerbuka1,kompascom
Othis15,okezonenews
salammuly109gm1,boyke_bond_Jr
salammuly109gm1,Kemendagri_RI
salammuly109gm1,tjahjo_kumolo
salammuly109gm1,jokowi
surya736mentari,deniindrap
doremi_mitsuo,deniindrap
nuralisabono,PartaiSocmed
SittaYohag,gerilyapolitik
sadardiri12,deniindrap
KPribumi,deniindrap
sulaimanadmiral,deniindrap
Usir_Penjajah,deniindrap
FDerKanzler,triwul82
Hendra_Alamin,deniindrap
beritasaru_,deniindrap
Parakatte8,kurawa
GM411_B,deniindrap
GardaMaya411,deniindrap
fynda34,ragilnugroho1
auliahJkt80,GunRomli
Al_FatihMCA,islamsavehuman
Suryaditerbuka1,detikcom
darbulax,deniindrap
dteleer,TanpaDelusi
dteleer,dayatia
dteleer,Reiza_Patters
dteleer,JktMajuBersama
Geryanggoromaji,JakartaMaju_com
prabandyo,PartaiSocmed
yosua_rahakbauw,GunRomli
bon_nugroho,deniindrap
NurImanHarun2,islamsavehuman
gadsam_,DitaFlorencia_
gadsam_,TolakBigotRI
badjakarta,DitaFlorencia_
badjakarta,TolakBigotRI
IasMardiyah,DitaFlorencia_
IasMardiyah,TolakBigotRI
AnjungTabanan,DitaFlorencia_
AnjungTabanan,TolakBigotRI
AdmiraSultan,DitaFlorencia_
AdmiraSultan,TolakBigotRI
smy_irwan,Triwisaksana
kamiliawahidah1,JktMajuBersama
kamiliawahidah1,aheryawan
44342S,okezonenews
fathurpamungkas,GunRomli
kamiliawahidah1,RMOLJakarta
kamiliawahidah1,tropongsenayan
Harimister2,GunRomli
kamiliawahidah1,dakwatuna
media6069,wartapolitik
mscendani,GunRomli
Kokowijaya131,GunRomli
p3ngh4pus,islamsavehuman
arifsuryo_83,deniindrap
cagubcurang,deniindrap
fx_kristianto,gerilyapolitik
HeroeMS,Polisi_R1
wida_asthari,kompascom
FisikaRahmah,dakwatuna
RachmatDaradjat,magendajuang
AgnesFeolistin1,GunRomli
DamarSugihArto,deniindrap
ZulfanE76871256,GunRomli
mcdevx,deniindrap
rizarahmadhani1,wartapolitik
mea_culpa___,GunRomli
Nurkholisaja,PKS_Jaktim
Nurkholisaja,PKSJakarta
arifin_henry,GunRomli
mujahid1500h,wartapolitik
zulhamdy,kompascom
yayan_pom2,GunRomli
Nurkholisaja,bayprio
hariyantolamper,deniindrap
ilyastopo1,IDnusacom
ranipradipta_,JoWidi25
Dickquake,GunRomli
bffb300aff02425,GunRomli
holmes_sigiro,GunRomli
VidyawushuR,PartaiSocmed
wongngetan,jojorivai
alijanih,deniindrap
kbhjakarta,ranabaja
kbhjakarta,ulil
kbhjakarta,SBYudhoyono
meaninglife888,HenryJawi
pedros_reynald,triwul82
meaninglife888,NkriBorneo
dewiwulandari80,deniindrap
reinhardmanru,GunRomli
BangkitBelaNKRI,GunRomli
EnhariTuti,deniindrap
not2believe,GunRomli
fLoTamp,Mentimoen
NkriBorneo,NkriBorneo
Legie_33yeah,pandji
nurulwina9,maspiyuuu
nurulwina9,Metro_TV
mahdlarmy,maspiyuuu
nay_shihab,maspiyuuu
masgoen763,tempodotco
