source,target
GIG3H,pandji
singa_com,DSihaloho
dcc8368,DSihaloho
singa_com,DSihaloho
ikhsan217,BeritaaNews
Hendra_Alamin,PKS_Riyadh
Hendra_Alamin,BungAji
Hendra_Alamin,bayprio
Hendra_Alamin,PKSJakarta
Hendra_Alamin,gatse8
RachmatDaradjat,aniesbaswedan
RachmatDaradjat,sandiuno
loly_mairina,hariankompas
am_osami,yuliananto_
bandabening,JagaAgusSylvi
jagilambon,yuliananto_
Rendik12767021,aniesbaswedan
BintangSleman,GunRomli
cims96669,republikaonline
Hendra_Alamin,PKSJaksel
Lufianaalfina,arman_dhani
irwank2k2,JagaAgusSylvi
dhprasetyo16,JktMajuBersama
YudhaYudha90,SholehMahmoed
riagusnaini,aniesbaswedan
iniiRiZAL,aniesbaswedan
DickyNova,detikcom
niken_keisya,sandiuno
fauzanrahmawan1,aniesbaswedan
madsal_59,yuliananto_
HHTS10,arman_dhani
GMargayasa,arman_dhani
fauzanrahmawan1,pandji
baedhowie,gadasakti
baedhowie,habibthink
baedhowie,WinnerLawyer
Hendra_Alamin,tropongsenayan
AWathon,sandiuno
theindrajaya,aniesbaswedan
Hendra_Alamin,tropongsenayan
subro5s,aniesbaswedan
fauzanrahmawan1,Richie_MTH
fauzanrahmawan1,JWO_ASA
fauzanrahmawan1,faranjaya
fauzanrahmawan1,aniesbaswedan
fauzanrahmawan1,sandiuno
tukimanhinggil,aniesbaswedan
ikhsan217,tropongsenayan
fauzanrahmawan1,bu_nunun
espesetiapraja,arman_dhani
fauzanrahmawan1,60Raiigo
fauzanrahmawan1,96hidup
Musheni,aniesbaswedan
ZaraZettiraZZ,republikaonline
Raynista,aniesbaswedan
chintiacia23,kurawa
chintiacia23,kurawa
ojalpratama,JktMajuBersama
ojalpratama,sandiuno
chintiacia23,kurawa
gorgodai,arman_dhani
LUTHFU1990,pandji
chintiacia23,kurawa
AffanAkif,monethamrin
christineekel,RustamIbrahim
fauzanrahmawan1,topelucky
FarmasiWibowo,aniesbaswedan
elfizal,republikaonline
RachmatDaradjat,BeritaAnieSandi
rql_sigit,kurawa
Gerindra,sandiuno
Gerindra,aniesbaswedan
ayon_biren,InfoJakarta123
ices_ardhono,Richie_MTH
ices_ardhono,JWO_ASA
ices_ardhono,faranjaya
ices_ardhono,aniesbaswedan
ices_ardhono,sandiuno
AdjiEins,sandiuno
RachmatDaradjat,aceh_burhan
RachmatDaradjat,sasa_feriska
lizaariani5,habibthink
JktMajuBersama,aniesbaswedan
JktMajuBersama,sandiuno
kandilsasmita,kompascom
adirafai,JktMajuBersama
adirafai,aniesbaswedan
adirafai,sandiuno
xanitasaniax,JktMajuBersama
xanitasaniax,aniesbaswedan
xanitasaniax,sandiuno
bcakra_,JktMajuBersama
bcakra_,aniesbaswedan
bcakra_,sandiuno
alula_afa,JktMajuBersama
alula_afa,aniesbaswedan
alula_afa,sandiuno
abelleonie7,JktMajuBersama
abelleonie7,aniesbaswedan
abelleonie7,sandiuno
kzkaylakz,JktMajuBersama
kzkaylakz,aniesbaswedan
kzkaylakz,sandiuno
jnajasmine,JktMajuBersama
jnajasmine,aniesbaswedan
jnajasmine,sandiuno
KadinArnan,JktMajuBersama
KadinArnan,aniesbaswedan
KadinArnan,sandiuno
fah_ri_p,JktMajuBersama
fah_ri_p,aniesbaswedan
fah_ri_p,sandiuno
zpdavina,JktMajuBersama
zpdavina,aniesbaswedan
zpdavina,sandiuno
PutraHasbi13,JktMajuBersama
PutraHasbi13,aniesbaswedan
PutraHasbi13,sandiuno
jordy_filemon,JktMajuBersama
jordy_filemon,aniesbaswedan
jordy_filemon,sandiuno
ozora_bagas,JktMajuBersama
ozora_bagas,aniesbaswedan
ozora_bagas,sandiuno
lunaradinkalr,JktMajuBersama
lunaradinkalr,aniesbaswedan
lunaradinkalr,sandiuno
SyifaNisP,JktMajuBersama
SyifaNisP,aniesbaswedan
SyifaNisP,sandiuno
AsrurMunif,kompascom
gatot30,JagaAgusSylvi
Cyber__balok,JktMajuBersama
Cyber__balok,aniesbaswedan
Cyber__balok,sandiuno
rizalkuddah,kompascom
LoveNiey,kompascom
wimbobudi,Reiza_Patters
joni_masjon,JktMajuBersama
joni_masjon,aniesbaswedan
joni_masjon,sandiuno
dodolgaring2,JktMajuBersama
dodolgaring2,aniesbaswedan
dodolgaring2,sandiuno
JktMajuBersama,aniesbaswedan
JktMajuBersama,sandiuno
ahmmujahid,kompascom
WbzNWied2,gadasakti
WbzNWied2,habibthink
WbzNWied2,WinnerLawyer
tonnybarata1,kompascom
imadarch,Reiza_Patters
Cyber__balok,JktMajuBersama
Cyber__balok,aniesbaswedan
Cyber__balok,sandiuno
Kangicky,sandiuno
Partai_Gerindra,sandiuno
Kangicky,JktMajuBersama
Kangicky,sandiuno
Kangicky,aniesbaswedan
Edyasswara,JktMajuBersama
Edyasswara,sandiuno
FermiHutagalug,yunartowijaya
tasrip94895039,JktMajuBersama
tasrip94895039,aniesbaswedan
tasrip94895039,sandiuno
ZaraZettiraZZ,yuliananto_
abramsone,kompascom
ariflukman2268,JktMajuBersama
ariflukman2268,aniesbaswedan
ariflukman2268,sandiuno
GIG3H,kompascom
AdrianNovaldi1,sandiuno
manodoman,kompascom
GIG3H,JktMajuBersama
GIG3H,sandiuno
Kangicky,JktMajuBersama
Al_MelayuRamda,sandiuno
joni_masjon,JktMajuBersama
joni_masjon,aniesbaswedan
joni_masjon,sandiuno
DJOURNALstoria,es_tawar
jakpascyber,ztw868992
jakpascyber,BULLFRONT
herupurnom0,JktMajuBersama
herupurnom0,aniesbaswedan
herupurnom0,sandiuno
AdrianNovaldi1,aceh_burhan
AdrianNovaldi1,sasa_feriska
rizalkuddah,JktMajuBersama
rizalkuddah,sandiuno
muzziarto,yunartowijaya
riffani99,yuliananto_
adirafai,JktMajuBersama
adirafai,aniesbaswedan
adirafai,sandiuno
xanitasaniax,JktMajuBersama
xanitasaniax,aniesbaswedan
xanitasaniax,sandiuno
bcakra_,JktMajuBersama
bcakra_,aniesbaswedan
bcakra_,sandiuno
KadinArnan,JktMajuBersama
KadinArnan,aniesbaswedan
KadinArnan,sandiuno
kzkaylakz,JktMajuBersama
kzkaylakz,aniesbaswedan
kzkaylakz,sandiuno
abelleonie7,JktMajuBersama
abelleonie7,aniesbaswedan
abelleonie7,sandiuno
fah_ri_p,JktMajuBersama
fah_ri_p,aniesbaswedan
fah_ri_p,sandiuno
alula_afa,JktMajuBersama
alula_afa,aniesbaswedan
alula_afa,sandiuno
jordy_filemon,JktMajuBersama
jordy_filemon,aniesbaswedan
jordy_filemon,sandiuno
SyifaNisP,JktMajuBersama
SyifaNisP,aniesbaswedan
SyifaNisP,sandiuno
ozora_bagas,JktMajuBersama
ozora_bagas,aniesbaswedan
ozora_bagas,sandiuno
lunaradinkalr,JktMajuBersama
lunaradinkalr,aniesbaswedan
lunaradinkalr,sandiuno
PutraHasbi13,JktMajuBersama
PutraHasbi13,aniesbaswedan
PutraHasbi13,sandiuno
zpdavina,JktMajuBersama
zpdavina,aniesbaswedan
zpdavina,sandiuno
jnajasmine,JktMajuBersama
jnajasmine,aniesbaswedan
jnajasmine,sandiuno
Janabachri,yuliananto_
ApManan,erzamodjo
arman_effendi,JagaAgusSylvi
mohanton_,sandiuno
larasatid3w1,pks_cakung
larasatid3w1,PKSejahtera
larasatid3w1,PKSJakarta
mohanton_,JktMajuBersama
mohanton_,aniesbaswedan
mohanton_,sandiuno
dekotjakbar,JktMajuBersama
dekotjakbar,sandiuno
SofyanGuntur10,PartaiSocmed
FNusafa,bayprio
xanitasaniax,Gerindra
ozora_bagas,Gerindra
PutraHasbi13,Gerindra
kzkaylakz,Gerindra
SyifaNisP,Gerindra
jnajasmine,Gerindra
KadinArnan,Gerindra
zpdavina,Gerindra
fah_ri_p,Gerindra
bcakra_,Gerindra
abelleonie7,Gerindra
jordy_filemon,Gerindra
adirafai,Gerindra
alula_afa,Gerindra
lunaradinkalr,Gerindra
Ariefmantoi,sillypopstar
hafidz_ary,RachmatDaradjat
xanitasaniax,Gerindra
zpdavina,Gerindra
KadinArnan,Gerindra
jnajasmine,Gerindra
kzkaylakz,Gerindra
fah_ri_p,Gerindra
jordy_filemon,Gerindra
PutraHasbi13,Gerindra
lunaradinkalr,Gerindra
ozora_bagas,Gerindra
bcakra_,Gerindra
adirafai,Gerindra
alula_afa,Gerindra
abelleonie7,Gerindra
SyifaNisP,Gerindra
AkhdyanR,JktMajuBersama
AkhdyanR,aniesbaswedan
AkhdyanR,sandiuno
heruputranto,kompascom
nisaanc,arman_dhani
ali_ontel,monethamrin
maryadi_godden,kompascom
DharmawFarhan,Gerindra
DharmawFarhan,sandiuno
mohanton_,sandiuno
Shinta_H_Wijaya,Reiza_Patters
Hendra_Alamin,Gerindra
NKRI1745,yuliananto_
xanitasaniax,Gerindra
alula_afa,Gerindra
SyifaNisP,Gerindra
zpdavina,Gerindra
bcakra_,Gerindra
jnajasmine,Gerindra
adirafai,Gerindra
fah_ri_p,Gerindra
KadinArnan,Gerindra
PutraHasbi13,Gerindra
abelleonie7,Gerindra
lunaradinkalr,Gerindra
ozora_bagas,Gerindra
kzkaylakz,Gerindra
jordy_filemon,Gerindra
AnHidayat99,pks_cakung
AnHidayat99,PKSejahtera
AnHidayat99,PKSJakarta
Konco_WB,kompascom
AnHidayat99,pandji
ajiesanto87,topelucky
angon_kebo,topelucky
dions201,topelucky
heruputranto,aniesbaswedan
chingchai17,topelucky
CharlesHinx,topelucky
brury_ms,topelucky
ChowYun5,topelucky
chop_stick1,topelucky
barry_chun,topelucky
ciung_wanara77,topelucky
DennisRm858,topelucky
BobbyYeung3,topelucky
DindaIcha3,topelucky
Cespleng26,topelucky
CelineTang3,topelucky
dong_xic,topelucky
CeJeDeWe_cuy,topelucky
CindeCiung,topelucky
G3ndukNdeso,topelucky
FizzFrozz,topelucky
CinSiauw,topelucky
ErhaEarl,topelucky
GuileTrixie,topelucky
GendonS79,topelucky
GinaMelek,topelucky
dini_chantix,topelucky
GitoKondang,topelucky
GerryChan90,topelucky
j_meyer89,topelucky
frankyaeger89,topelucky
HoppingBunny3,topelucky
FongFey,topelucky
EloJiper,topelucky
g3nt4_kun,topelucky
HirstAngel,topelucky
ItagakiKun,topelucky
HulkRed3,topelucky
HarryManly1,topelucky
BStenny,topelucky
ChrisBale16,topelucky
chicocute78,topelucky
deri_taku77,topelucky
HujanRintik14,topelucky
G3ndukN,topelucky
jagungbakar55,topelucky
DewiSung,topelucky
eckhart_ryan,topelucky
jos_yang1,topelucky
Just1nL4w,topelucky
RienRye1,topelucky
JunMarichan,topelucky
NjeroA,topelucky
joko_purno85,topelucky
PurnomoAjie3,topelucky
LarryGrodd,topelucky
JulianFunch,topelucky
NagaBeser,topelucky
MimiChayanx,topelucky
KakashiSan2,topelucky
TungHua3,topelucky
Ond3Ceplis,topelucky
thorn_jessy,topelucky
nice_guy9d,topelucky
RoyLino3,topelucky
MeineGustav,topelucky
ndoro_bei96,topelucky
TukangLas88,topelucky
NiceChick88,topelucky
sinta_sari82,topelucky
SarahCu61429911,topelucky
LastriSu81,topelucky
SikilWesi,topelucky
mick_saxon,topelucky
susanti_ye,topelucky
ShaneMore2,topelucky
ZhangWey1,topelucky
UtamiReina,topelucky
KudaPoni14,topelucky
si_butar2,topelucky
TracyChipmunk,topelucky
Mantri_Suntik98,topelucky
SmittyHigh,topelucky
KurtSloan6,topelucky
yenny_chiung,topelucky
ZeroSub39,topelucky
JoyPhilippe1,topelucky
YonShi2,topelucky
YuiKiko1,topelucky
SariReina1,topelucky
AnHidayat99,wimbobudi
AnHidayat99,Reiza_Patters
abi_ranto,hafidz_ary
si_nyeleneh,Gerindra
dinaiyel,Gerindra
AnHidayat99,MazeedaR
teguhdwipurbo,kompasmuda
si_nyeleneh,Gerindra
Ratikapurnama,JktMajuBersama
Ratikapurnama,aniesbaswedan
Ratikapurnama,sandiuno
Ratikapurnama,JktMajuBersama
Ratikapurnama,aniesbaswedan
Ratikapurnama,sandiuno
xanitasaniax,Gerindra
alula_afa,Gerindra
KadinArnan,Gerindra
abelleonie7,Gerindra
kzkaylakz,Gerindra
PutraHasbi13,Gerindra
fah_ri_p,Gerindra
zpdavina,Gerindra
lunaradinkalr,Gerindra
ozora_bagas,Gerindra
jordy_filemon,Gerindra
jnajasmine,Gerindra
bcakra_,Gerindra
SyifaNisP,Gerindra
adirafai,Gerindra
aliffriendy,Gerindra
dinaiyel,Gerindra
sorryrorry,kaskus
aliffriendy,cariyadanda
aliffriendy,izudinqosam
Jetcooz,pandji
antoakap60,Metro_TV
dinaiyel,Gerindra
smalakiano,pandji
RemilCeGeh,yuliananto_
dwanggoroputro,Gerindra
elahmung,arman_dhani
dinaiyel,Gerindra
AdrianNovaldi1,Gerindra
LorisbenMunthe,wimbobudi
LorisbenMunthe,Reiza_Patters
7unaidea,Gerindra
dinaiyel,Gerindra
isrorahm,sandiuno
Atthaa,pandji
bungnoer,Gerindra
DharmawFarhan,Gerindra
dinaiyel,Gerindra
xanitasaniax,Gerindra
SyifaNisP,Gerindra
fah_ri_p,Gerindra
bcakra_,Gerindra
jnajasmine,Gerindra
jordy_filemon,Gerindra
ozora_bagas,Gerindra
adirafai,Gerindra
zpdavina,Gerindra
PutraHasbi13,Gerindra
kzkaylakz,Gerindra
KadinArnan,Gerindra
abelleonie7,Gerindra
lunaradinkalr,Gerindra
alula_afa,Gerindra
pksbantargebang,sandiuno
SeryuJustice,aniesbaswedan
aliffriendy,PlasmaJaksel
whitedodo,SBYudhoyono
ENSebayang,sandiuno
pksbantargebang,JktMajuBersama
pksbantargebang,sandiuno
jnajasmine,Gerindra
xanitasaniax,Gerindra
kzkaylakz,Gerindra
lunaradinkalr,Gerindra
adirafai,Gerindra
PutraHasbi13,Gerindra
bcakra_,Gerindra
SyifaNisP,Gerindra
alula_afa,Gerindra
abelleonie7,Gerindra
fah_ri_p,Gerindra
KadinArnan,Gerindra
zpdavina,Gerindra
jordy_filemon,Gerindra
ozora_bagas,Gerindra
Hendra_Alamin,Gerindra
pksbantargebang,JktMajuBersama
pksbantargebang,aniesbaswedan
pksbantargebang,sandiuno
Hendra_Alamin,Gerindra
abelleonie7,Gerindra
alula_afa,Gerindra
bcakra_,Gerindra
fah_ri_p,Gerindra
kzkaylakz,Gerindra
jnajasmine,Gerindra
jordy_filemon,Gerindra
KadinArnan,Gerindra
adirafai,Gerindra
xanitasaniax,Gerindra
ozora_bagas,Gerindra
lunaradinkalr,Gerindra
SyifaNisP,Gerindra
zpdavina,Gerindra
PutraHasbi13,Gerindra
pksbantargebang,JktMajuBersama
pksbantargebang,aniesbaswedan
pksbantargebang,sandiuno
aliffriendy,Gerindra
AWathon,tropongsenayan
AWathon,tropongsenayan
muhalrak,SuaraAnies
muhalrak,Rizqi_Masardi
muhalrak,JktMajuBersama
DharmawFarhan,aniesbaswedan
jnajasmine,Gerindra
xanitasaniax,Gerindra
ozora_bagas,Gerindra
adirafai,Gerindra
lunaradinkalr,Gerindra
jordy_filemon,Gerindra
bcakra_,Gerindra
abelleonie7,Gerindra
alula_afa,Gerindra
kzkaylakz,Gerindra
SyifaNisP,Gerindra
zpdavina,Gerindra
PutraHasbi13,Gerindra
fah_ri_p,Gerindra
KadinArnan,Gerindra
YA_HA_HA,kompascom
fah_ri_p,Gerindra
alula_afa,Gerindra
ozora_bagas,Gerindra
kzkaylakz,Gerindra
KadinArnan,Gerindra
jordy_filemon,Gerindra
PutraHasbi13,Gerindra
adirafai,Gerindra
SyifaNisP,Gerindra
xanitasaniax,Gerindra
jnajasmine,Gerindra
abelleonie7,Gerindra
zpdavina,Gerindra
lunaradinkalr,Gerindra
bcakra_,Gerindra
anakbetawi1000,inilahdotcom
DharmawFarhan,JktMajuBersama
DharmawFarhan,sandiuno
samsularif656,pandji
anakbetawi1000,inilahdotcom
LorisbenMunthe,Gerindra
LorisbenMunthe,Gerindra
anakbetawi1000,inilahdotcom
MakmurJuga,ragilnugroho1
Marie_Haris,kompascom
zayaffan,JagaAgusSylvi
anakbetawi1000,inilahdotcom
DyandraK,JktMajuBersama
DyandraK,aniesbaswedan
DyandraK,sandiuno
SuwitoRobby,Muslim_Bersatu1
DyandraK,JktMajuBersama
DyandraK,aniesbaswedan
DyandraK,sandiuno
farisnauval,arman_dhani
ABUZHARIIF,sandiuno
anakbetawi1000,inilahdotcom
anakbetawi1000,inilahdotcom
anakbetawi1000,inilahdotcom
pacco23calandre,FreemansyahAlam
aguswe2012,pks_cakung
aguswe2012,PKSejahtera
aguswe2012,PKSJakarta
abi_aad,JktMajuBersama
abi_aad,aniesbaswedan
abi_aad,sandiuno
anakbetawi1000,inilahdotcom
Wisangg4031542,Djalal54243264
aguswe2012,Djalal54243264
anakbetawi1000,inilahdotcom
jkt_aja,Muslim_Bersatu1
anakbetawi1000,inilahdotcom
anakbetawi1000,inilahdotcom
_ewink,kurawa
_ewink,kurawa
aguswe2012,aniesbaswedan
_ewink,kurawa
anakbetawi1000,inilahdotcom
muh_alfatih1432,Muslim_Bersatu1
anakbetawi1000,inilahdotcom
DharmawFarhan,JktMajuBersama
DharmawFarhan,aniesbaswedan
DharmawFarhan,sandiuno
DharmawFarhan,JktMajuBersama
DharmawFarhan,aniesbaswedan
DharmawFarhan,sandiuno
tikalina3,JktMajuBersama
tikalina3,aniesbaswedan
tikalina3,sandiuno
Airlangga033,JktMajuBersama
Airlangga033,aniesbaswedan
Airlangga033,sandiuno
CikitaCikita3,JktMajuBersama
CikitaCikita3,aniesbaswedan
CikitaCikita3,sandiuno
AhmadPutraRama3,JktMajuBersama
AhmadPutraRama3,aniesbaswedan
AhmadPutraRama3,sandiuno
Desidesi02,JktMajuBersama
Desidesi02,aniesbaswedan
Desidesi02,sandiuno
Gusnandar17,JktMajuBersama
Gusnandar17,aniesbaswedan
Gusnandar17,sandiuno
Ageunk5,JktMajuBersama
Ageunk5,aniesbaswedan
Ageunk5,sandiuno
pak_kardijek,JktMajuBersama
pak_kardijek,aniesbaswedan
pak_kardijek,sandiuno
Anggita_salim,JktMajuBersama
Anggita_salim,aniesbaswedan
Anggita_salim,sandiuno
atunpitun3,JktMajuBersama
atunpitun3,aniesbaswedan
atunpitun3,sandiuno
MamatSolohin,JktMajuBersama
MamatSolohin,aniesbaswedan
MamatSolohin,sandiuno
encep_su,JktMajuBersama
encep_su,aniesbaswedan
encep_su,sandiuno
sarah_idaman,JktMajuBersama
sarah_idaman,aniesbaswedan
sarah_idaman,sandiuno
Niaramasita1,JktMajuBersama
Niaramasita1,aniesbaswedan
Niaramasita1,sandiuno
timasa03,JktMajuBersama
timasa03,aniesbaswedan
timasa03,sandiuno
Airlangga033,JktMajuBersama
Airlangga033,aniesbaswedan
Airlangga033,sandiuno
tikalina3,JktMajuBersama
tikalina3,aniesbaswedan
tikalina3,sandiuno
encep_su,JktMajuBersama
encep_su,aniesbaswedan
encep_su,sandiuno
timasa03,JktMajuBersama
timasa03,aniesbaswedan
timasa03,sandiuno
Ageunk5,JktMajuBersama
Ageunk5,aniesbaswedan
Ageunk5,sandiuno
Desidesi02,JktMajuBersama
Desidesi02,aniesbaswedan
Desidesi02,sandiuno
CikitaCikita3,JktMajuBersama
CikitaCikita3,aniesbaswedan
CikitaCikita3,sandiuno
atunpitun3,JktMajuBersama
atunpitun3,aniesbaswedan
atunpitun3,sandiuno
Niaramasita1,JktMajuBersama
Niaramasita1,aniesbaswedan
Niaramasita1,sandiuno
Gusnandar17,JktMajuBersama
Gusnandar17,aniesbaswedan
Gusnandar17,sandiuno
AhmadPutraRama3,JktMajuBersama
AhmadPutraRama3,aniesbaswedan
AhmadPutraRama3,sandiuno
MamatSolohin,JktMajuBersama
MamatSolohin,aniesbaswedan
MamatSolohin,sandiuno
Anggita_salim,JktMajuBersama
Anggita_salim,aniesbaswedan
Anggita_salim,sandiuno
pak_kardijek,JktMajuBersama
pak_kardijek,aniesbaswedan
pak_kardijek,sandiuno
sarah_idaman,JktMajuBersama
sarah_idaman,aniesbaswedan
sarah_idaman,sandiuno
AdiSuyadi11,pandji
AdiSuyadi11,smalakiano
FerryExpose,yunartowijaya
tren_masakini,anakbetawi1000
tren_masakini,inilahdotcom
MissVaniaAmanda,anakbetawi1000
MissVaniaAmanda,inilahdotcom
setyadi_mahar,detikcom
infoibukota_,anakbetawi1000
infoibukota_,inilahdotcom
AbangPoltak,anakbetawi1000
AbangPoltak,inilahdotcom
bona_rongrong,anakbetawi1000
anandagadis1,anakbetawi1000
MissVaniaAmanda,anakbetawi1000
AbangPoltak,anakbetawi1000
bona_rongrong,anakbetawi1000
anandagadis1,anakbetawi1000
infoibukota_,anakbetawi1000
tren_masakini,anakbetawi1000
rumahkusatu,anakbetawi1000
infoibukota_,anakbetawi1000
anandagadis1,anakbetawi1000
AbangPoltak,anakbetawi1000
MissVaniaAmanda,anakbetawi1000
tren_masakini,anakbetawi1000
tren_masakini,inilahdotcom
infoibukota_,anakbetawi1000
infoibukota_,inilahdotcom
bona_rongrong,anakbetawi1000
bona_rongrong,inilahdotcom
Konco_WB,MasnurMarzuki
anandagadis1,anakbetawi1000
bona_rongrong,anakbetawi1000
MissVaniaAmanda,anakbetawi1000
infoibukota_,anakbetawi1000
AbangPoltak,anakbetawi1000
tren_masakini,anakbetawi1000
FreemansyahAlam,JktMajuBersama
FreemansyahAlam,aniesbaswedan
FreemansyahAlam,sandiuno
FreemansyahAlam,JktMajuBersama
FreemansyahAlam,aniesbaswedan
FreemansyahAlam,sandiuno
AbangPoltak,anakbetawi1000
AbangPoltak,inilahdotcom
rumahkusatu,anakbetawi1000
rumahkusatu,inilahdotcom
muhalrak,sandiuno
bona_rongrong,anakbetawi1000
anandagadis1,anakbetawi1000
tren_masakini,anakbetawi1000
IloveNKRI_,JagaAgusSylvi
rigenz123,sandiuno
KurniaPWijaya,aniesbaswedan
RusdiantoEka,sandiuno
andriyanto_nur,sandiuno
RusdiantoEka,JktMajuBersama
RusdiantoEka,aniesbaswedan
RusdiantoEka,sandiuno
ZalfandayR,PKSJaksel
relawanberpeci,pandji
JhoyoSinggih,RustamIbrahim
adiputradana,aniesbaswedan
Widodo7Rahmad,aniesbaswedan
cepot234,PKSJaksel
khairulumuri13,sandiuno
cepot234,Tyas627
cepot234,bayprio
Jongos2015,Partai_Gerindra
defi_ag,SahabatNurjanah
ajengreen,JktMajuBersama
ajengreen,sandiuno
g1laang,EvelineNews
just_aiuhere,arman_dhani
defi_ag,sandiuno
faqihulmqdm,ulil
defi_ag,JktMajuBersama
defi_ag,JktMajuBersama
defi_ag,aniesbaswedan
defi_ag,sandiuno
Dhyawr,sandiuno
defi_ag,JktMajuBersama
defi_ag,aniesbaswedan
defi_ag,sandiuno
aNgGA_Kid,Reiza_Patters
FikriElkamali,arman_dhani
defi_ag,RelawanJasmed
XenonXL,sasa_feriska
Su2Genk,aniesbaswedan
kafirliberal,JAKARTAmerdesa
kafirliberal,MERDESA
penjaga_aqidah,aniesbaswedan
umayalfarouq,JktMajuBersama
umayalfarouq,sandiuno
GarudaMerahKMP,aniesbaswedan
tren_masakini,inilahdotcom
tren_masakini,inilahdotcom
tren_masakini,inilahdotcom
vivipindah,arman_dhani
febifitri2,republikaonline
M10Syaf,bayprio
mahrushas,republikaonline
tren_masakini,inilahdotcom
nana_aziz13,bayprio
penjaga_aqidah,bu_nunun
tren_masakini,inilahdotcom
penjaga_aqidah,60Raiigo
penjaga_aqidah,96hidup
tren_masakini,inilahdotcom
tren_masakini,inilahdotcom
pksbantargebang,PKSJaksel
tren_masakini,inilahdotcom
Igedesantikayas,SINDOnews
umayalfarouq,JktMajuBersama
umayalfarouq,aniesbaswedan
umayalfarouq,sandiuno
dikaamahestaa,edoWija51613267
dungskii,arman_dhani
GolzJunior,sandiuno
tren_masakini,inilahdotcom
dikaamahestaa,edoWija51613267
_inezdikara_,revolutia
tren_masakini,inilahdotcom
nagacentil,FebryMeuthia
yunkiyunkiyunk,Gerindra
yunkiyunkiyunk,Gerindra
alsaryono,bayprio
yunkiyunkiyunk,Gerindra
yunkiyunkiyunk,Gerindra
umayalfarouq,JktMajuBersama
umayalfarouq,aniesbaswedan
umayalfarouq,sandiuno
kay200976,kompascom
tren_masakini,inilahdotcom
mariorustan,Niall_Ward
M10Syaf,bayprio
tren_masakini,inilahdotcom
M10Syaf,bayprio
asistea27,sandiuno
PKS_Riyadh,bayprio
tren_masakini,inilahdotcom
DanuDerm,aniesbaswedan
tren_masakini,inilahdotcom
RelawanJasmed,bayprio
revasaras009,dikaamahestaa
tren_masakini,inilahdotcom
arinipurbowati3,aniesbaswedan
angela_alinda,aniesbaswedan
aapriliani8,aniesbaswedan
aisilvia888,aniesbaswedan
dinda_lystia,aniesbaswedan
anggitalrsti,aniesbaswedan
saidahrakhmawa3,aniesbaswedan
SitiHajarR3,aniesbaswedan
milalalaastari,aniesbaswedan
gracenatalia885,aniesbaswedan
selawati8888,aniesbaswedan
rismarismawat18,aniesbaswedan
SriBadriani,aniesbaswedan
tren_masakini,inilahdotcom
urangawak31,aniesbaswedan
mchoyronyidris,Politik_Indo
yunkiyunkiyunk,sandiuno
defi_ag,RelawanJasmed
revasaras009,edoWija51613267
ZahiraNusaibah,sandiuno
23ndanda,arman_dhani
Qolbun_Salim,hafidz_ary
anakbetawi1000,tren_masakini
anakbetawi1000,inilahdotcom
WahyuSubuhSBY,tren_masakini
WahyuSubuhSBY,inilahdotcom
JoJr33033215,PKSJaksel
anindyachelsea1,tren_masakini
sorisorijack,tren_masakini
boni_sukandar,tren_masakini
MasSugengID,tren_masakini
indo_terkini,tren_masakini
anakbetawi1000,tren_masakini
anakbetawi1000,tren_masakini
anindyachelsea1,tren_masakini
revasaras009,Berjuang12344
indo_terkini,tren_masakini
indo_terkini,inilahdotcom
boni_sukandar,tren_masakini
boni_sukandar,inilahdotcom
sorisorijack,tren_masakini
MasSugengID,tren_masakini
WahyuSubuhSBY,tren_masakini
WahyuSubuhSBY,inilahdotcom
boni_sukandar,tren_masakini
boni_sukandar,inilahdotcom
sorisorijack,tren_masakini
sorisorijack,inilahdotcom
anakbetawi1000,tren_masakini
indo_terkini,tren_masakini
MasSugengID,tren_masakini
Threezney,sandiuno
anindyachelsea1,tren_masakini
boni_sukandar,tren_masakini
anakbetawi1000,tren_masakini
revasaras009,Djalal54243264
sorisorijack,tren_masakini
indo_terkini,tren_masakini
MasSugengID,tren_masakini
anakbetawi1000,tren_masakini
WahyuSubuhSBY,tren_masakini
Tornado15536354,yuliananto_
revasaras009,Djalal54243264
mafruroh_siti,SohibAniesSandi
sorisorijack,tren_masakini
anakbetawi1000,tren_masakini
anindyachelsea1,tren_masakini
revasaras009,andri_praset57r
sorisorijack,tren_masakini
sorisorijack,inilahdotcom
boni_sukandar,tren_masakini
boni_sukandar,inilahdotcom
MasSugengID,tren_masakini
MasSugengID,inilahdotcom
boni_sukandar,tren_masakini
sorisorijack,tren_masakini
anakbetawi1000,tren_masakini
M10Syaf,bayprio
aliffriendy,pandji
revasaras009,Djalal54243264
zakiyaazakiyaa,arman_dhani
1MenujuDamai,JagaAgusSylvi
Isyqiy,arman_dhani
khairulumuri13,republikaonline
Singolomane,hariankompas
Singolomane,aniesbaswedan
Singolomane,sandiuno
Ridharesspaty,edoWija51613267
SantiAriyani4,akaprawira
SantiAriyani4,hariankompas
arinipurbowati3,sandiuno
aapriliani8,sandiuno
milalalaastari,sandiuno
gracenatalia885,sandiuno
saidahrakhmawa3,sandiuno
rismarismawat18,sandiuno
selawati8888,sandiuno
SitiHajarR3,sandiuno
angela_alinda,sandiuno
dinda_lystia,sandiuno
SriBadriani,sandiuno
anggitalrsti,sandiuno
aisilvia888,sandiuno
Ridharesspaty,edoWija51613267
